givenAnswer,expectedAnswer,chartType,colorType,UID,firstTryError,actualError
0.395,0.422559,bar,dot,Alex 1,-2.712560803,1.526519583
0.6075,0.657986,bar,dot,Alex 1,-2.510572156,2.371168515
0.405,0.418079,bar,dot,Alex 1,-2.856434174,0.51893793
0.7475,0.771205,bar,dot,Alex 1,-2.749474938,1.319328904
0.2525,0.236297,bar,dot,Alex 1,-2.824157354,0.803475043
0.8,0.799486,bar,dot,Alex 1,-2.994079802,-2.503077534
0.4075,0.39719,bar,dot,Alex 1,-2.88565963,0.209141398
0.6825,0.718327,bar,dot,Alex 1,-2.636418465,1.890524516
0.55,0.574906,bar,dot,Alex 1,-2.737869966,1.387141928
0.5025,0.512422,bar,dot,Alex 1,-2.889802486,0.159887479
0.65,0.628399,pie,dot,Alex 1,-2.77003315,1.192257302
0.455,0.501818,pie,dot,Alex 1,-2.541046911,2.265076777
0.9525,0.857494,pie,dot,Alex 1,-2.184385225,3.266876472
0.995,0.992958,pie,dot,Alex 1,-2.976622565,-1.602963759
0.105,0.152249,pie,dot,Alex 1,-2.537432488,2.277955001
0.84,0.731707,pie,dot,Alex 1,-2.099785075,3.453425391
0.3375,0.420645,pie,dot,Alex 1,-2.264339192,3.077157529
0.3375,0.372832,pie,dot,Alex 1,-2.640865699,1.871133952
0.095,0.135091,pie,dot,Alex 1,-2.598666622,2.047573287
0.2425,0.308725,pie,dot,Alex 1,-2.386656947,2.754353072
0.9175,0.852649,donut,dot,Alex 1,-2.397060497,2.724672098
0.545,0.529183,donut,dot,Alex 1,-2.828106582,0.771209487
0.245,0.304783,donut,dot,Alex 1,-2.43609606,2.609589506
0.1775,0.248322,donut,dot,Alex 1,-2.352385238,2.849438881
0.855,0.792053,donut,dot,Alex 1,-2.411602208,2.68250588
0.855,0.841746,donut,dot,Alex 1,-2.854606873,0.53645083
0.8025,0.828367,donut,dot,Alex 1,-2.728650823,1.439197579
0.45,0.540541,donut,dot,Alex 1,-2.213965771,3.198352706
0.8775,0.756198,donut,dot,Alex 1,-2.021499752,3.615322123
0.7925,0.7162,donut,dot,Alex 1,-2.312580923,2.955126781
0.47,0.567598,bar,dot,Pooja 1,-2.167487464,3.305211776
0.51,0.451923,bar,dot,Pooja 1,-2.449477538,2.568688832
0.4025,0.583174,bar,dot,Pooja 1,-1.70993425,4.185263975
0.17,0.144981,bar,dot,Pooja 1,-2.736782864,1.393361281
0.885,0.845771,bar,dot,Pooja 1,-2.60621919,2.01717365
0.4475,0.526232,bar,dot,Pooja 1,-2.295255494,2.999675357
0.625,0.688562,bar,dot,Pooja 1,-2.406889129,2.696260954
0.685,0.657807,bar,dot,Pooja 1,-2.71602609,1.50807364
0.95,0.876277,bar,dot,Pooja 1,-2.331169237,2.906371132
0.5125,0.502564,bar,dot,Pooja 1,-2.889652794,0.161694235
0.815,0.694986,pie,dot,Pooja 1,-2.029063908,3.600079412
0.4175,0.308848,pie,dot,Pooja 1,-2.097566709,3.458145736
0.33,0.329854,pie,dot,Pooja 1,-2.998315916,-2.840629153
0.5025,0.507009,pie,dot,Pooja 1,-2.948875736,-0.796109773
0.4075,0.384314,pie,dot,Pooja 1,-2.754518941,1.289008146
0.9625,0.852433,pie,dot,Pooja 1,-2.088856075,3.476602028
0.2125,0.296203,pie,dot,Pooja 1,-2.260476756,3.086664895
0.3275,0.316062,pie,dot,Pooja 1,-2.873682583,0.343464676
0.865,0.707376,pie,dot,Pooja 1,-1.823044113,3.989811139
0.59,0.50813,pie,dot,Pooja 1,-2.273203652,3.055195654
0.2125,0.295736,donut,dot,Pooja 1,-2.26370859,3.078712295
0.4225,0.623693,donut,dot,Pooja 1,-1.616202272,4.339443854
0.4175,0.42093,donut,dot,Pooja 1,-2.960945854,-1.095419565
0.6225,0.556667,donut,dot,Pooja 1,-2.389617422,2.745947209
0.955,0.840731,donut,dot,Pooja 1,-2.063294603,3.530058253
0.5275,0.493311,donut,dot,Pooja 1,-2.651187446,1.825337895
0.11,0.152542,donut,dot,Pooja 1,-2.577405294,2.13066734
0.5075,0.514134,donut,dot,Pooja 1,-2.925395921,-0.343000319
0.365,0.40225,donut,dot,Pooja 1,-2.623709617,1.944858446
0.0525,0.089552,donut,dot,Pooja 1,-2.625471269,1.937419727
0.5575,0.589986,bar,dot,Alex 2,-2.666704512,1.754288927
0.44,0.486386,bar,dot,Alex 2,-2.54467883,2.252052275
0.8625,0.835189,bar,dot,Alex 2,-2.714907957,1.514046493
0.5925,0.634183,bar,dot,Alex 2,-2.584821124,2.102086987
0.75,0.746736,bar,dot,Alex 2,-2.96281179,-1.147521676
0.6625,0.676179,bar,dot,Alex 2,-2.850178756,0.578117532
0.525,0.501241,bar,dot,Alex 2,-2.74895114,1.322447372
0.25,0.245863,bar,dot,Alex 2,-2.953025678,-0.89244603
0.395,0.403608,bar,dot,Alex 2,-2.903921701,-0.020633114
0.45,0.433628,bar,dot,Alex 2,-2.822431685,0.817377672
0.9,0.936709,pie,dot,Alex 2,-2.62852812,1.924441986
0.18,0.175904,pie,dot,Alex 2,-2.953483795,-0.903468257
0.335,0.29454,pie,dot,Alex 2,-2.595445608,2.060393312
0.6,0.593407,pie,dot,Alex 2,-2.925845347,-0.350522495
0.8,0.804071,pie,dot,Alex 2,-2.953763206,-0.910230691
0.8,0.722461,pie,dot,Alex 2,-2.303728361,2.977994224
0.95,0.858182,pie,dot,Alex 2,-2.205443562,3.218285205
0.4975,0.474462,pie,dot,Alex 2,-2.755960545,1.280243696
0.9,0.871401,pie,dot,Alex 2,-2.702759271,1.577682599
0.6,0.552184,pie,dot,Alex 2,-2.532691301,2.294723664
0.33,0.331593,donut,dot,Alex 2,-2.981730462,-1.814513996
0.8,0.707084,donut,dot,Alex 2,-2.198155968,3.235206248
0.23,0.232376,donut,dot,Alex 2,-2.972834622,-1.46354917
0.8525,0.753906,donut,dot,Alex 2,-2.16104662,3.319675733
0.335,0.34104,donut,dot,Alex 2,-2.931920833,-0.45600928
0.5,0.547529,donut,dot,Alex 2,-2.535089213,2.286260182
0.3325,0.420534,donut,dot,Alex 2,-2.230844393,3.158401663
0.2525,0.270199,donut,dot,Alex 2,-2.80895287,0.922121715
0.8,0.672381,donut,dot,Alex 2,-1.984964944,3.687833354
0.85,0.793147,donut,dot,Alex 2,-2.459155369,2.538612655
0.4,0.392157,bar,dot,Pooja 2,-2.912205886,-0.137171742
0.45,0.450536,bar,dot,Pooja 2,-2.993826949,-2.485196014
0.825,0.826331,bar,dot,Pooja 2,-2.984719394,-1.953997953
0.195,0.250653,bar,dot,Pooja 2,-2.468706882,2.508504715
0.25,0.293506,bar,dot,Pooja 2,-2.569128132,2.162081103
0.37,0.403287,bar,dot,Pooja 2,-2.659385322,1.788142771
0.5775,0.5563,bar,dot,Pooja 2,-2.773984784,1.166715445
0.5825,0.663158,bar,dot,Pooja 2,-2.281680902,3.034004368
0.135,0.14087,bar,dot,Pooja 2,-2.933793676,-0.490050854
0.7725,0.758575,bar,dot,Pooja 2,-2.847621855,0.601696517
0.21,0.24918,pie,dot,Pooja 2,-2.606649703,2.015426204
0.2,0.245399,pie,dot,Pooja 2,-2.553011226,2.221846155
0.2,0.215827,pie,dot,Pooja 2,-2.828004134,0.772054552
0.9475,0.773639,pie,dot,Pooja 2,-1.742453451,4.130197808
0.95,0.837675,pie,dot,Pooja 2,-2.075064012,3.5055734
0.905,0.817251,pie,dot,Pooja 2,-2.232775744,3.153789126
0.2125,0.236842,pie,dot,Pooja 2,-2.743308138,1.355692898
0.9775,0.961272,pie,dot,Pooja 2,-2.823901948,0.805540107
0.8175,0.814201,pie,dot,Pooja 2,-2.962418169,-1.13637866
0.665,0.670695,pie,dot,Pooja 2,-2.935724146,-0.525953401
0.515,0.490754,donut,dot,Pooja 2,-2.744235829,1.350270924
0.1225,0.130199,donut,dot,Pooja 2,-2.913770596,-0.160201617
0.81,0.812997,donut,dot,Pooja 2,-2.965818098,-1.235483986
0.1075,0.124774,donut,dot,Pooja 2,-2.813256056,0.889395662
0.405,0.354093,donut,dot,Pooja 2,-2.507115201,2.38286089
0.9,0.870722,donut,dot,Pooja 2,-2.696395746,1.610133076
0.64,0.553809,donut,dot,Pooja 2,-2.24337974,3.1283099
0.825,0.903101,donut,dot,Pooja 2,-2.299730752,2.988248404
0.155,0.188953,donut,dot,Pooja 2,-2.653327849,1.815698381
0.695,0.668919,donut,dot,Pooja 2,-2.726605857,1.450538247
0.4,0.364865,bar,dot,Pooja 3,-2.642639429,1.863343811
0.1075,0.097202,bar,dot,Pooja 3,-2.885787582,0.207643013
0.6975,0.612952,bar,dot,Pooja 3,-2.254647343,3.100944018
0.21,0.208092,bar,dot,Pooja 3,-2.978145079,-1.662916924
0.8625,0.887615,bar,dot,Pooja 3,-2.735859952,1.398623997
0.575,0.482682,bar,dot,Pooja 3,-2.20212042,3.226015216
0.815,0.848011,bar,dot,Pooja 3,-2.661903099,1.776567261
0.225,0.237594,bar,dot,Pooja 3,-2.861510534,0.469260847
0.965,0.942308,bar,dot,Pooja 3,-2.759336413,1.259543673
0.2775,0.258105,bar,dot,Pooja 3,-2.791907308,1.045792419
0.095,0.113379,pie,dot,Pooja 3,-2.80209436,0.972986677
0.4675,0.302941,pie,dot,Pooja 3,-1.788070756,4.051450412
0.9625,0.617048,pie,dot,Pooja 3,-1.087880562,5.115624254
0.7675,0.404494,pie,dot,Pooja 3,-1.035029209,5.186880831
0.075,0.205074,pie,dot,Pooja 3,-1.971012244,3.715058694
0.755,0.42369,pie,dot,Pooja 3,-1.131913824,5.055542748
0.8975,0.976101,pie,dot,Pooja 3,-2.296183448,2.997310475
0.265,0.347087,pie,dot,Pooja 3,-2.271691104,3.058957166
0.395,0.336066,pie,dot,Pooja 3,-2.44273991,2.589379995
0.5325,0.497835,pie,dot,Pooja 3,-2.646879999,1.844586516
0.8875,0.74965,donut,dot,Pooja 3,-1.92768836,3.798050515
0.49,0.361478,donut,dot,Pooja 3,-1.979817149,3.697907232
0.6425,0.670854,donut,dot,Pooja 3,-2.705062297,1.565792121
0.8975,0.988263,donut,dot,Pooja 3,-2.212480609,3.201837706
0.2975,0.40665,donut,dot,Pooja 3,-2.094495057,3.464668267
0.895,0.59799,donut,dot,Pooja 3,-1.244650909,4.898498604
0.2225,0.186876,donut,dot,Pooja 3,-2.638240622,1.882603925
0.4775,0.488064,donut,dot,Pooja 3,-2.882953984,0.240497517
0.9525,0.90631,donut,dot,Pooja 3,-2.546329665,2.24610401
0.3325,0.303828,donut,dot,Pooja 3,-2.702073774,1.581206609
0.7375,0.764826,bar,dot,Haley 1,-2.714765883,1.514803986
0.2525,0.271605,bar,dot,Haley 1,-2.794807701,1.025383221
0.4425,0.42924,bar,dot,Haley 1,-2.854544264,0.537047519
0.355,0.27138,bar,dot,Haley 1,-2.261050622,3.085254677
0.3375,0.358071,bar,dot,Haley 1,-2.780205118,1.125717218
0.91,0.906389,bar,dot,Haley 1,-2.958914054,-1.040674961
0.6475,0.640625,bar,dot,Haley 1,-2.922757001,-0.299560282
0.1,0.092697,bar,dot,Haley 1,-2.918082319,-0.225497555
0.505,0.560317,bar,dot,Haley 1,-2.471392677,2.49996066
0.9,0.881356,bar,dot,Haley 1,-2.799430362,0.992333382
0.81,0.905437,pie,dot,Haley 1,-2.181561697,3.273321926
0.505,0.520261,pie,dot,Haley 1,-2.833814176,0.723427501
0.905,0.890411,pie,dot,Haley 1,-2.840742837,0.663481253
0.205,0.224215,pie,dot,Haley 1,-2.793706866,1.033158667
0.4025,0.402597,pie,dot,Haley 1,-2.998880903,-2.892178244
0.15,0.168399,pie,dot,Haley 1,-2.801893132,0.974455891
0.21,0.226757,pie,dot,Haley 1,-2.818508117,0.848557846
0.6075,0.505051,pie,dot,Haley 1,-2.136385003,3.374330077
0.335,0.380247,pie,dot,Haley 1,-2.554298719,2.217137636
0.8025,0.768018,pie,dot,Haley 1,-2.648534492,1.837216667
0.705,0.62963,donut,dot,Haley 1,-2.319261575,2.937721026
0.25,0.336226,donut,dot,Haley 1,-2.243140667,3.128887252
0.4,0.596774,donut,dot,Haley 1,-1.635880337,4.307603387
1,0.930791,donut,dot,Haley 1,-2.364318035,2.816783999
0.97,0.942731,donut,dot,Haley 1,-2.715305837,1.511923396
0.4775,0.471033,donut,dot,Haley 1,-2.927227386,-0.373887989
0.145,0.132653,donut,dot,Haley 1,-2.864102696,0.443288375
0.2075,0.215084,donut,dot,Haley 1,-2.915021411,-0.178861263
0.305,0.339461,donut,dot,Haley 1,-2.648724473,1.836368534
0.1525,0.15928,donut,dot,Haley 1,-2.923796663,-0.316528107
0.245,0.28275,bar,dot,Haley 2,-2.619270551,1.963474124
0.4,0.477698,bar,dot,Haley 2,-2.302596241,2.980902719
0.875,0.850785,bar,dot,Haley 2,-2.744535524,1.348515717
0.6275,0.631799,bar,dot,Haley 2,-2.951216978,-0.849700292
0.89,0.877451,bar,dot,Haley 2,-2.861982444,0.46456372
0.33,0.288288,bar,dot,Haley 2,-2.584570141,2.103061156
0.755,0.666667,bar,dot,Haley 2,-2.228820945,3.163224981
0.71,0.812121,bar,dot,Haley 2,-2.138466989,3.369759599
0.3325,0.418405,bar,dot,Haley 2,-2.245334797,3.123583433
0.47,0.485762,bar,dot,Haley 2,-2.828670177,0.76655276
0.9075,0.819945,pie,dot,Haley 2,-2.234091899,3.150640907
0.24,0.279279,pie,dot,Haley 2,-2.605780024,2.018954579
0.835,0.822047,pie,dot,Haley 2,-2.857751264,0.506195692
0.5,0.576159,pie,dot,Haley 2,-2.313591808,2.952501312
0.9025,0.879032,pie,dot,Haley 2,-2.751776081,1.305562016
0.615,0.545946,pie,dot,Haley 2,-2.365469923,2.813606775
0.6025,0.48625,pie,dot,Haley 2,-2.051399153,3.554588852
0.4575,0.508929,pie,dot,Haley 2,-2.502840376,2.397227959
0.62,0.622084,pie,dot,Haley 2,-2.97614569,-1.584673991
0.83,0.874766,pie,dot,Haley 2,-2.558380544,2.202135581
0.9775,0.971302,donut,dot,Haley 2,-2.930182367,-0.425075022
0.3225,0.402074,donut,dot,Haley 2,-2.289305295,3.014783753
0.54,0.588235,donut,dot,Haley 2,-2.529197657,2.306991279
0.9175,0.968064,donut,dot,Haley 2,-2.509931049,2.373341963
0.115,0.128655,donut,dot,Haley 2,-2.850428453,0.575796375
0.535,0.454545,donut,dot,Haley 2,-2.283105654,3.030424368
0.88,0.972689,donut,dot,Haley 2,-2.199659586,3.231724236
0.7625,0.633333,donut,dot,Haley 2,-1.976151366,3.705060034
0.825,0.78125,donut,dot,Haley 2,-2.567040593,2.169925001
0.2475,0.313498,donut,dot,Haley 2,-2.388370563,2.749491362
0.5,0.48806,bar,dot,Haley 3,-2.868384177,0.399444565
0.705,0.706081,bar,dot,Haley 3,-2.987577212,-2.10097909
0.465,0.407194,bar,dot,Haley 3,-2.451614672,2.562083643
0.225,0.27157,bar,dot,Haley 3,-2.543130784,2.25761413
0.505,0.498861,bar,dot,Haley 3,-2.930831296,-0.436548966
0.985,0.971014,bar,dot,Haley 3,-2.846988527,0.607484193
0.985,0.955357,bar,dot,Haley 3,-2.692986564,1.627279977
0.2625,0.280083,bar,dot,Haley 3,-2.810126114,0.913262832
0.3025,0.325843,bar,dot,Haley 3,-2.752991244,1.298247734
0.965,0.953488,bar,dot,Haley 3,-2.872900319,0.351854439
0.1725,0.202753,pie,dot,Haley 3,-2.687306949,1.655489222
0.8675,0.836265,pie,dot,Haley 3,-2.67821041,1.699773705
0.9125,0.795987,pie,dot,Haley 3,-2.049827247,3.557814424
0.9125,0.973554,pie,dot,Haley 3,-2.426206687,2.639324789
0.3725,0.346467,pie,dot,Haley 3,-2.727064289,1.44800229
0.655,0.659341,pie,dot,Haley 3,-2.950748425,-0.83882175
0.53,0.502347,pie,dot,Haley 3,-2.711672153,1.531219246
0.705,0.466368,pie,dot,Haley 3,-1.459448931,4.584253001
0.8925,0.805556,pie,dot,Haley 3,-2.23824497,3.14068051
0.5275,0.548503,pie,dot,Haley 3,-2.775930082,1.153999844
0.33,0.335955,donut,dot,Haley 3,-2.932856951,-0.472929665
0.81,0.699758,donut,dot,Haley 3,-2.087782434,3.47886829
0.5525,0.454955,donut,dot,Haley 3,-2.167831007,3.304438029
0.4225,0.417769,donut,dot,Haley 3,-2.946404833,-0.741541377
0.38,0.556742,donut,dot,Haley 3,-1.728612573,4.153740494
0.935,0.925926,donut,dot,Haley 3,-2.898898602,0.046002047
0.5675,0.644993,donut,dot,Haley 3,-2.304056059,2.977151678
0.9575,0.853018,donut,dot,Haley 3,-2.123547098,3.402340172
0.825,0.882716,donut,dot,Haley 3,-2.452325122,2.559883331
0.515,0.481553,donut,dot,Haley 3,-2.657927751,1.794810929
0.15,0.206133,bar,dot,Alex 3,-2.464878685,2.520623395
0.7975,0.735695,bar,dot,Alex 3,-2.420395024,2.656610775
0.925,0.938714,bar,dot,Alex 3,-2.849814693,0.581495871
0.5,0.540881,bar,dot,Alex 3,-2.591779445,2.074882159
0.325,0.352243,bar,dot,Alex 3,-2.715552199,1.51060753
0.8775,0.861925,bar,dot,Alex 3,-2.830588048,0.750606505
0.455,0.532328,bar,dot,Alex 3,-2.305232108,2.974125448
0.7875,0.777526,bar,dot,Alex 3,-2.889246567,0.166586914
0.8525,0.822581,bar,dot,Alex 3,-2.690414001,1.640111869
0.535,0.505785,bar,dot,Alex 3,-2.696984996,1.60715274
0.4025,0.283906,pie,dot,Alex 3,-2.037449496,3.583085777
0.1375,0.185185,pie,dot,Alex 3,-2.533785324,2.2908667
0.76,0.148096,pie,dot,Alex 3,-0.44045141,5.938177562
1,0.912698,pie,dot,Alex 3,-2.235810133,3.146524891
1,0.94586,pie,dot,Alex 3,-2.480840584,2.469625539
0.8025,0.555224,pie,dot,Alex 3,-1.425555484,4.635324885
0.825,0.657143,pie,dot,Alex 3,-1.771731716,4.079864475
0.6975,0.533183,pie,dot,Alex 3,-1.789276998,4.049343245
0.96,0.884191,pie,dot,Alex 3,-2.316104164,2.945963464
1,0.9375,pie,dot,Alex 3,-2.415037499,2.672425342
0.4,0.311178,donut,dot,Alex 3,-2.225517796,3.171078696
0.7,0.611821,donut,dot,Alex 3,-2.229862768,3.160742744
0.745,0.525114,donut,dot,Alex 3,-1.535808528,4.466862004
0.5975,0.4992,donut,dot,Alex 3,-2.162944844,3.315421316
0.9075,0.847436,donut,dot,Alex 3,-2.433903816,2.616216526
0.805,0.701639,donut,dot,Alex 3,-2.13061181,3.386962656
0.865,0.808824,donut,dot,Alex 3,-2.464536238,2.521704075
0.3375,0.387909,donut,dot,Alex 3,-2.511205322,2.369019716
0.59,0.681203,donut,dot,Alex 3,-2.209541553,3.208720134
0.1975,0.157005,donut,dot,Alex 3,-2.595140464,2.061603409
0.95,0.822165,bar,dot,Brian 1,-1.983731905,3.69024946
0.5025,0.554933,bar,dot,Brian 1,-2.49465374,2.424465297
0.7875,0.791232,bar,dot,Brian 1,-2.957557374,-1.005203073
0.5125,0.55144,bar,dot,Brian 1,-2.608760192,2.006836577
0.4225,0.475575,bar,dot,Brian 1,-2.489443105,2.441616269
0.33,0.387569,bar,dot,Brian 1,-2.453486277,2.556282257
0.2125,0.232601,bar,dot,Brian 1,-2.784870633,1.094303642
0.1775,0.228528,bar,dot,Brian 1,-2.506123165,2.386203949
0.495,0.545912,bar,dot,Brian 1,-2.507074194,2.382999187
0.4975,0.533605,bar,dot,Brian 1,-2.633926825,1.901301362
0.74,0.666201,pie,dot,Brian 1,-2.330617595,2.907832849
0.1525,0.162005,pie,dot,Brian 1,-2.894268291,0.105007525
0.5075,0.660539,pie,dot,Brian 1,-1.846640834,3.947563304
0.0475,0.091703,pie,dot,Brian 1,-2.563172947,2.184375519
0.95,0.90678,pie,dot,Brian 1,-2.571578854,2.152832405
0.505,0.454861,pie,dot,Brian 1,-2.513427716,2.361459578
0.39,0.465649,pie,dot,Brian 1,-2.317254129,2.942964837
0.43,0.435443,pie,dot,Brian 1,-2.938508568,-0.579275081
0.43,0.448461,pie,dot,Brian 1,-2.801269503,0.979000971
0.045,0.098361,pie,dot,Brian 1,-2.487127901,2.449191575
0.33,0.306502,donut,dot,Brian 1,-2.751484594,1.307311939
0.2025,0.358537,donut,dot,Brian 1,-1.831168014,3.97532753
0.505,0.638773,donut,dot,Brian 1,-1.950240998,3.755133274
1,0.950298,donut,dot,Brian 1,-2.51703197,2.349138777
0.265,0.275395,donut,dot,Brian 1,-2.884753632,0.21971064
0.2975,0.353825,donut,dot,Brian 1,-2.463350246,2.525442506
0.8075,0.800578,donut,dot,Brian 1,-2.922242919,-0.291238891
0.5,0.594096,donut,dot,Brian 1,-2.190364949,3.253172415
0.5,0.494975,donut,dot,Brian 1,-2.943139057,-0.672312636
0.25,0.284,donut,dot,Brian 1,-2.652901329,1.817623258
0.3,0.323232323,bar,dot,Brian 2,-2.754068024,1.291740454
0.1,0.084720121,bar,dot,Brian 2,-2.833620004,0.725076164
0.35,0.368267831,bar,dot,Brian 2,-2.803213388,0.964792736
0.2,0.194824962,bar,dot,Brian 2,-2.941475267,-0.638223108
0.6,0.624219725,bar,dot,Brian 2,-2.74448984,1.348783383
0.15,0.144499179,bar,dot,Brian 2,-2.937869212,-0.566865129
0.9,0.921686747,bar,dot,Brian 2,-2.769189564,1.197660796
0.4,0.344743276,bar,dot,Brian 2,-2.471875018,2.498422551
0.55,0.572704082,bar,dot,Brian 2,-2.759218397,1.260271526
0.6,0.623287671,bar,dot,Brian 2,-2.753529441,1.294998322
0.85,0.802419355,pie,dot,Brian 2,-2.53465742,2.287786835
0.5,0.519138756,pie,dot,Brian 2,-2.794469796,1.027773753
0.15,0.085790885,pie,dot,Brian 2,-2.401946504,2.710594097
0.75,0.703517588,pie,dot,Brian 2,-2.54386748,2.25496924
0.45,0.473007712,pie,dot,Brian 2,-2.756255745,1.278443481
0.2,0.204477612,pie,dot,Brian 2,-2.949225432,-0.80399433
0.5,0.552511416,pie,dot,Brian 2,-2.494016286,2.426571137
0.645,0.638888889,pie,dot,Brian 2,-2.931138143,-0.442004569
0.95,0.945273632,pie,dot,Brian 2,-2.946456345,-0.742659109
0.7,0.692307692,pie,dot,Brian 2,-2.913843353,-0.161280857
0.4,0.419354839,donut,dot,Brian 2,-2.792308625,1.042983191
0.25,0.313432836,donut,dot,Brian 2,-2.407877706,2.693382935
0.75,0.68401487,donut,dot,Brian 2,-2.38846778,2.749215231
0.4,0.451048951,donut,dot,Brian 2,-2.505951464,2.38678201
0.15,0.073002755,donut,dot,Brian 2,-2.307592478,2.968039957
0.35,0.353773585,donut,dot,Brian 2,-2.957091407,-0.993210807
0.75,0.668032787,donut,dot,Brian 2,-2.272525856,3.056881972
0.7,0.686046512,donut,dot,Brian 2,-2.847326045,0.604402346
0.5,0.578688525,donut,dot,Brian 2,-2.295563388,2.998890953
0.25,0.2656,donut,dot,Brian 2,-2.8303315,0.752748591
0.2525,0.182068966,bar,dot,Brian 3,-2.355268513,2.841591448
0.2,0.184911243,bar,dot,Brian 3,-2.83558692,0.708298232
0.505,0.47752809,bar,dot,Brian 3,-2.713384616,1.522151691
0.86,0.811111111,bar,dot,Brian 3,-2.523762343,2.325930029
0.635,0.525473071,bar,dot,Brian 3,-2.092174509,3.469585544
0.2025,0.225396825,bar,dot,Brian 3,-2.757337013,1.271833506
0.2025,0.295049505,bar,dot,Brian 3,-2.200584361,3.229580309
0.7025,0.684913218,bar,dot,Brian 3,-2.810087847,0.913552522
0.6075,0.62283737,bar,dot,Brian 3,-2.833028864,0.730085159
1,0.973893303,bar,dot,Brian 3,-2.726360493,1.451894052
0.5,0.318,pie,dot,Brian 3,-1.703689439,4.195741293
0.5,0.369318182,pie,dot,Brian 3,-1.967578523,3.721720636
1,0.95,pie,dot,Brian 3,-2.514573173,2.357552005
0.1975,0.223247232,pie,dot,Brian 3,-2.729796583,1.432811497
0.335,0.274111675,pie,dot,Brian 3,-2.427491932,2.635483353
0.8,0.813984169,pie,dot,Brian 3,-2.847007533,0.607310805
0.6075,0.341677096,pie,dot,Brian 3,-1.355413077,4.739161709
0.6075,0.706896552,pie,dot,Brian 3,-2.155877587,3.331225843
0.75,0.568888889,pie,dot,Brian 3,-1.707872683,4.188726199
0.41,0.430267062,pie,dot,Brian 3,-2.783220473,1.105481102
0.105,0.148260212,donut,dot,Brian 3,-2.571234028,2.154136372
0.9025,0.818069307,donut,dot,Brian 3,-2.255455204,3.098970149
0.505,0.50862069,donut,dot,Brian 3,-2.958805361,-1.037801931
0.2,0.261333333,donut,dot,Brian 3,-2.424042315,2.645778494
0.1,0.163507109,donut,dot,Brian 3,-2.407309163,2.69503858
0.1,0.195767196,donut,dot,Brian 3,-2.179402278,3.278240483
0.8,0.825721154,donut,dot,Brian 3,-2.730046179,1.431417251
0.415,0.288029925,donut,dot,Brian 3,-1.988675691,3.680550253
0.905,0.750639386,donut,dot,Brian 3,-1.83979946,3.959868563
0.1,0.21630094,donut,dot,Brian 3,-2.051094559,3.55521417
